26,8,193,11,85,"_heal_instances_in_cell@2087-2171@./nova/nova/cmd/manage.py","./nova/nova/cmd/manage.py","_heal_instances_in_cell","_heal_instances_in_cell( self , ctxt , max_count , unlimited , output , placement , dry_run , instance_uuid , heal_port_allocations , neutron , force )",2087,2171
106,28,537,8,165,"heal_allocations@2212-2376@./nova/nova/cmd/manage.py","./nova/nova/cmd/manage.py","heal_allocations","heal_allocations( self , max_count = None , verbose = False , dry_run = False , instance_uuid = None , skip_port_allocations = False , cell_uuid = None , force = False )",2212,2376
9,2,77,2,37,"_get_rp_uuid_for_host@2379-2415@./nova/nova/cmd/manage.py","./nova/nova/cmd/manage.py","_get_rp_uuid_for_host","_get_rp_uuid_for_host( ctxt , host )",2379,2415
75,15,385,2,121,"sync_aggregates@2432-2552@./nova/nova/cmd/manage.py","./nova/nova/cmd/manage.py","sync_aggregates","sync_aggregates( self , verbose = False )",2432,2552
29,7,232,3,38,"_get_instances_and_current_migrations@2554-2591@./nova/nova/cmd/manage.py","./nova/nova/cmd/manage.py","_get_instances_and_current_migrations","_get_instances_and_current_migrations( self , ctxt , cn_uuid )",2554,2591
18,4,94,6,41,"_delete_allocations_from_consumer@2593-2633@./nova/nova/cmd/manage.py","./nova/nova/cmd/manage.py","_delete_allocations_from_consumer","_delete_allocations_from_consumer( self , ctxt , placement , provider , consumer_uuid , consumer_type )",2593,2633
63,13,317,6,99,"_check_orphaned_allocations_for_provider@2635-2733@./nova/nova/cmd/manage.py","./nova/nova/cmd/manage.py","_check_orphaned_allocations_for_provider","_check_orphaned_allocations_for_provider( self , ctxt , placement , output , provider , delete )",2635,2733
6,2,44,4,18,"_get_resource_provider@2736-2753@./nova/nova/cmd/manage.py","./nova/nova/cmd/manage.py","_get_resource_provider","_get_resource_provider( self , context , placement , uuid )",2736,2753
11,3,75,4,24,"_get_resource_providers@2755-2778@./nova/nova/cmd/manage.py","./nova/nova/cmd/manage.py","_get_resource_providers","_get_resource_providers( self , context , placement , ** kwargs )",2755,2778
38,9,212,4,54,"audit@2792-2845@./nova/nova/cmd/manage.py","./nova/nova/cmd/manage.py","audit","audit( self , verbose = False , provider_uuid = None , delete = False )",2792,2845
20,4,96,2,30,"get_machine_type@2855-2884@./nova/nova/cmd/manage.py","./nova/nova/cmd/manage.py","get_machine_type","get_machine_type( self , instance_uuid = None )",2855,2884
38,7,173,4,52,"update_machine_type@2896-2947@./nova/nova/cmd/manage.py","./nova/nova/cmd/manage.py","update_machine_type","update_machine_type( self , instance_uuid = None , machine_type = None , force = False )",2896,2947
18,5,96,2,27,"list_unset_machine_type@2954-2980@./nova/nova/cmd/manage.py","./nova/nova/cmd/manage.py","list_unset_machine_type","list_unset_machine_type( self , cell_uuid = None )",2954,2980
37,8,184,5,45,"show@3000-3044@./nova/nova/cmd/manage.py","./nova/nova/cmd/manage.py","show","show( self , instance_uuid = None , volume_id = None , connection_info = False , json = False )",3000,3044
18,3,93,2,24,"get_connector@3051-3074@./nova/nova/cmd/manage.py","./nova/nova/cmd/manage.py","get_connector","get_connector( self , json = False )",3051,3074
19,2,142,4,42,"_refresh@3076-3117@./nova/nova/cmd/manage.py","./nova/nova/cmd/manage.py","_refresh","_refresh( self , instance_uuid , volume_id , connector )",3076,3117
48,8,273,6,80,"_do_refresh@3119-3198@./nova/nova/cmd/manage.py","./nova/nova/cmd/manage.py","_do_refresh","_do_refresh( self , cctxt , instance , volume_id , bdm , connector )",3119,3198
43,10,210,4,62,"refresh@3211-3272@./nova/nova/cmd/manage.py","./nova/nova/cmd/manage.py","refresh","refresh( self , instance_uuid = None , volume_id = None , connector_path = None )",3211,3272
28,4,141,3,36,"show@3284-3319@./nova/nova/cmd/manage.py","./nova/nova/cmd/manage.py","show","show( self , instance_uuid = None , image_property = None )",3284,3319
13,8,92,2,29,"_validate_image_properties@3321-3349@./nova/nova/cmd/manage.py","./nova/nova/cmd/manage.py","_validate_image_properties","_validate_image_properties( self , image_properties )",3321,3349
21,3,129,4,35,"_update_image_properties@3351-3385@./nova/nova/cmd/manage.py","./nova/nova/cmd/manage.py","_update_image_properties","_update_image_properties( self , ctxt , instance , image_properties )",3351,3385
33,7,186,3,44,"set@3399-3442@./nova/nova/cmd/manage.py","./nova/nova/cmd/manage.py","set","set( self , instance_uuid = None , image_properties = None )",3399,3442
82,16,457,9,110,"_create_unified_limits@3447-3556@./nova/nova/cmd/manage.py","./nova/nova/cmd/manage.py","_create_unified_limits","_create_unified_limits( self , ctxt , keystone_api , service_id , legacy_defaults , project_id , region_id , output , dry_run )",3447,3556
14,6,97,2,16,"_get_resources_from_flavor@3559-3574@./nova/nova/cmd/manage.py","./nova/nova/cmd/manage.py","_get_resources_from_flavor","_get_resources_from_flavor( flavor , warn_output )",3559,3574
15,4,81,4,15,"_get_resources_from_api_flavors@3576-3590@./nova/nova/cmd/manage.py","./nova/nova/cmd/manage.py","_get_resources_from_api_flavors","_get_resources_from_api_flavors( self , ctxt , output , warn_output )",3576,3590
24,6,143,5,24,"_get_resources_from_embedded_flavors@3592-3615@./nova/nova/cmd/manage.py","./nova/nova/cmd/manage.py","_get_resources_from_embedded_flavors","_get_resources_from_embedded_flavors( self , ctxt , project_id , output , warn_output )",3592,3615
51,9,262,10,67,"_scan_flavors@3617-3683@./nova/nova/cmd/manage.py","./nova/nova/cmd/manage.py","_scan_flavors","_scan_flavors( self , ctxt , keystone_api , service_id , project_id , region_id , output , warn_output , verbose , no_embedded_flavor_scan )",3617,3683
57,12,307,7,83,"migrate_to_unified_limits@3703-3785@./nova/nova/cmd/manage.py","./nova/nova/cmd/manage.py","migrate_to_unified_limits","migrate_to_unified_limits( self , project_id = None , region_id = None , verbose = False , dry_run = False , quiet = False , no_embedded_flavor_scan = False )",3703,3785
26,5,148,0,30,"main@3814-3843@./nova/nova/cmd/manage.py","./nova/nova/cmd/manage.py","main","main( )",3814,3843
14,2,106,0,28,"main@37-64@./nova/nova/cmd/scheduler.py","./nova/nova/cmd/scheduler.py","main","main( )",37,64
3,1,26,2,3,"exit_with_error@42-44@./nova/nova/cmd/baseproxy.py","./nova/nova/cmd/baseproxy.py","exit_with_error","exit_with_error( msg , errno = - 1 )",42,44
24,5,178,3,40,"proxy@47-86@./nova/nova/cmd/baseproxy.py","./nova/nova/cmd/baseproxy.py","proxy","proxy( host , port , security_proxy = None )",47,86
6,1,40,0,8,"main@32-39@./nova/nova/cmd/serialproxy.py","./nova/nova/cmd/serialproxy.py","main","main( )",32,39
10,1,90,2,26,"_count_compute_nodes@72-97@./nova/nova/cmd/status.py","./nova/nova/cmd/status.py","_count_compute_nodes","_count_compute_nodes( self , context = None )",72,97
34,6,222,1,57,"_check_cellsv2@99-155@./nova/nova/cmd/status.py","./nova/nova/cmd/status.py","_check_cellsv2","_check_cellsv2( self )",99,155
3,1,29,1,9,"_placement_get@158-166@./nova/nova/cmd/status.py","./nova/nova/cmd/status.py","_placement_get","_placement_get( path )",158,166
28,7,209,1,35,"_check_placement@168-202@./nova/nova/cmd/status.py","./nova/nova/cmd/status.py","_check_placement","_check_placement( self )",168,202
4,1,24,0,17,"_get_cell_mappings@205-221@./nova/nova/cmd/status.py","./nova/nova/cmd/status.py","_get_cell_mappings","_get_cell_mappings( )",205,221
17,4,101,1,27,"_check_cinder@223-249@./nova/nova/cmd/status.py","./nova/nova/cmd/status.py","_check_cinder","_check_cinder( self )",223,249
6,2,46,1,9,"_check_old_computes@251-259@./nova/nova/cmd/status.py","./nova/nova/cmd/status.py","_check_old_computes","_check_old_computes( self )",251,259
11,2,52,1,12,"_check_machine_type_set@261-272@./nova/nova/cmd/status.py","./nova/nova/cmd/status.py","_check_machine_type_set","_check_machine_type_set( self )",261,272
8,2,45,1,8,"_check_service_user_token@274-281@./nova/nova/cmd/status.py","./nova/nova/cmd/status.py","_check_service_user_token","_check_service_user_token( self )",274,281
16,4,98,0,21,"main@326-346@./nova/nova/cmd/status.py","./nova/nova/cmd/status.py","main","main( )",326,346
16,1,129,0,20,"main@43-62@./nova/nova/cmd/compute.py","./nova/nova/cmd/compute.py","main","main( )",43,62
18,2,40,2,18,"__init__@36-53@./nova/nova/pci/whitelist.py","./nova/nova/pci/whitelist.py","__init__","__init__( self , whitelist_spec : ty . Optional [ str ] = None )",36,53
25,7,136,1,28,"_parse_white_list_from_config@56-83@./nova/nova/pci/whitelist.py","./nova/nova/pci/whitelist.py","_parse_white_list_from_config","_parse_white_list_from_config( whitelists : str , )",56,83
14,3,47,2,14,"device_assignable@85-98@./nova/nova/pci/whitelist.py","./nova/nova/pci/whitelist.py","device_assignable","device_assignable( self , dev : ty . Dict [ str , ty . Any ] )",85,98
7,3,38,2,8,"get_devspec@100-107@./nova/nova/pci/whitelist.py","./nova/nova/pci/whitelist.py","get_devspec","get_devspec( self , pci_dev : 'objects.PciDevice' , )",100,107
12,5,58,1,12,"_validate_multispec@124-135@./nova/nova/pci/request.py","./nova/nova/pci/request.py","_validate_multispec","_validate_multispec( aliases )",124,135
26,13,150,1,28,"_validate_required_ids@138-165@./nova/nova/pci/request.py","./nova/nova/pci/request.py","_validate_required_ids","_validate_required_ids( aliases )",138,165
3,1,14,1,6,"_validate_aliases@168-173@./nova/nova/pci/request.py","./nova/nova/pci/request.py","_validate_aliases","_validate_aliases( aliases )",168,173
49,12,280,0,58,"get_alias_from_config@177-234@./nova/nova/pci/request.py","./nova/nova/pci/request.py","get_alias_from_config","get_alias_from_config( )",177,234
20,5,142,2,27,"_translate_alias_to_requests@237-263@./nova/nova/pci/request.py","./nova/nova/pci/request.py","_translate_alias_to_requests","_translate_alias_to_requests( alias_spec : str , affinity_policy : ty . Optional [ str ] = None , )",237,263
48,10,166,3,56,"get_instance_pci_request_from_vif@266-321@./nova/nova/pci/request.py","./nova/nova/pci/request.py","get_instance_pci_request_from_vif","get_instance_pci_request_from_vif( context : ctx . RequestContext , instance : 'objects.Instance' , vif : network_model . VIF , )",266,321
55,3,74,2,56,"get_pci_requests_from_flavor@324-379@./nova/nova/pci/request.py","./nova/nova/pci/request.py","get_pci_requests_from_flavor","get_pci_requests_from_flavor( flavor : 'objects.Flavor' , affinity_policy : ty . Optional [ str ] = None , )",324,379
5,1,31,2,5,"__init__@50-54@./nova/nova/pci/devspec.py","./nova/nova/pci/devspec.py","__init__","__init__( self , pci_addr : str )",50,54
2,1,8,2,2,"match@57-58@./nova/nova/pci/devspec.py","./nova/nova/pci/devspec.py","match","match( self , pci_addr )",57,58
6,5,72,1,6,"is_single_address@60-65@./nova/nova/pci/devspec.py","./nova/nova/pci/devspec.py","is_single_address","is_single_address( self )",60,65
18,4,111,4,18,"_set_pci_dev_info@67-84@./nova/nova/pci/devspec.py","./nova/nova/pci/devspec.py","_set_pci_dev_info","_set_pci_dev_info( self , prop : str , maxval : int , hex_value : str )",67,84
16,3,135,2,17,"__init__@94-110@./nova/nova/pci/devspec.py","./nova/nova/pci/devspec.py","__init__","__init__( self , pci_addr : PCISpecAddressType )",94,110
8,1,52,2,8,"match@112-119@./nova/nova/pci/devspec.py","./nova/nova/pci/devspec.py","match","match( self , phys_pci_addr : PciAddressSpec )",112,119
2,1,8,1,2,"__str__@121-122@./nova/nova/pci/devspec.py","./nova/nova/pci/devspec.py","__str__","__str__( self )",121,122
20,6,171,2,24,"__init__@132-155@./nova/nova/pci/devspec.py","./nova/nova/pci/devspec.py","__init__","__init__( self , pci_addr : str )",132,155
8,1,67,2,8,"match@157-164@./nova/nova/pci/devspec.py","./nova/nova/pci/devspec.py","match","match( self , phys_pci_addr : PciAddressSpec )",157,164
12,2,123,2,12,"__init__@175-186@./nova/nova/pci/devspec.py","./nova/nova/pci/devspec.py","__init__","__init__( self , pci_addr : dict )",175,186
8,1,75,2,8,"match@188-195@./nova/nova/pci/devspec.py","./nova/nova/pci/devspec.py","match","match( self , phys_pci_addr : PciAddressSpec )",188,195
5,1,26,3,5,"__init__@217-221@./nova/nova/pci/devspec.py","./nova/nova/pci/devspec.py","__init__","__init__( self , pci_addr : PCISpecAddressType , is_physical_function : bool )",217,221
8,2,50,1,8,"_check_physical_function@223-230@./nova/nova/pci/devspec.py","./nova/nova/pci/devspec.py","_check_physical_function","_check_physical_function( self )",223,230
12,4,80,2,12,"_init_address_fields@232-243@./nova/nova/pci/devspec.py","./nova/nova/pci/devspec.py","_init_address_fields","_init_address_fields( self , pci_addr : PCISpecAddressType )",232,243
17,4,61,3,24,"match@245-268@./nova/nova/pci/devspec.py","./nova/nova/pci/devspec.py","match","match( self , pci_addr : str , pci_phys_addr : ty . Optional [ str ] )",245,268
4,1,38,2,7,"__init__@272-278@./nova/nova/pci/devspec.py","./nova/nova/pci/devspec.py","__init__","__init__( self , dev_spec : ty . Dict [ str , str ] )",272,278
10,3,55,1,13,"_address_obj@280-292@./nova/nova/pci/devspec.py","./nova/nova/pci/devspec.py","_address_obj","_address_obj( self )",280,292
48,14,344,1,78,"_init_dev_details@294-371@./nova/nova/pci/devspec.py","./nova/nova/pci/devspec.py","_init_dev_details","_init_dev_details( self )",294,371
14,2,58,2,17,"_ensure_remote_managed_dev_vpd_serial@373-389@./nova/nova/pci/devspec.py","./nova/nova/pci/devspec.py","_ensure_remote_managed_dev_vpd_serial","_ensure_remote_managed_dev_vpd_serial( self , dev_dict : ty . Dict [ str , ty . Any ] )",373,389
11,2,96,2,12,"match@391-402@./nova/nova/pci/devspec.py","./nova/nova/pci/devspec.py","match","match( self , dev_dict : ty . Dict [ str , ty . Any ] )",391,402
10,1,59,2,10,"match_pci_obj@404-413@./nova/nova/pci/devspec.py","./nova/nova/pci/devspec.py","match_pci_obj","match_pci_obj( self , pci_obj : 'objects.PciDevice' )",404,413
2,1,18,1,2,"get_tags@415-416@./nova/nova/pci/devspec.py","./nova/nova/pci/devspec.py","get_tags","get_tags( self )",415,416
10,4,74,2,10,"_normalize_device_spec_tag@418-427@./nova/nova/pci/devspec.py","./nova/nova/pci/devspec.py","_normalize_device_spec_tag","_normalize_device_spec_tag( self , tag )",418,427
6,3,56,2,6,"enhanced_pci_device_with_spec_tags@429-434@./nova/nova/pci/devspec.py","./nova/nova/pci/devspec.py","enhanced_pci_device_with_spec_tags","enhanced_pci_device_with_spec_tags( self , dev : ty . Dict [ str , ty . Any ] )",429,434
14,9,111,1,18,"pci_device_prop_match._matching_devices@56-73@./nova/nova/pci/utils.py","./nova/nova/pci/utils.py","pci_device_prop_match._matching_devices","pci_device_prop_match._matching_devices( spec : ty . Dict [ str , str ] )",56,73
17,2,41,2,36,"pci_device_prop_match@40-75@./nova/nova/pci/utils.py","./nova/nova/pci/utils.py","pci_device_prop_match","pci_device_prop_match( pci_dev : 'stats.Pool' , specs : ty . List [ ty . Dict [ str , str ] ] , )",40,75
